ImageName,NABF,SSIM,MS_SSIM,FMI_pixel,FMI_dct,FMI_wavelet,FMI_edge
10018.png,0.0321521851095541,0.480968870290256,0.970174336017951,0.854495974377037,0.36928551120337,0.439430232705801,0.854495974377037
11010.png,0.0351000400863464,0.410500806789959,0.965405267015606,0.864901729477815,0.338341673737691,0.397093151504704,0.864901729477815
11013.png,0.0314624816288488,0.396723873749764,0.965029720669744,0.875151577203849,0.338145858217768,0.395842769462112,0.875151577203849
15009.png,0.0338971609510237,0.579040724747137,0.974598096877213,0.855668708637208,0.346299746591445,0.431976319714936,0.855668708637208
15012.png,0.0390125408341663,0.637445737846017,0.968980764712426,0.863619409705772,0.358831717759672,0.440009746009645,0.863619409705772
18017.png,0.0342862445742355,0.490963269192055,0.963198414920151,0.844159887367304,0.34989025031689,0.409141846208462,0.844159887367304
18028.png,0.0402897291495295,0.581332464909704,0.960508093777367,0.865130806484084,0.337473754212744,0.416544133090516,0.865130806484084
21014.png,0.0278460020156556,0.737758785125624,0.972351896959963,0.885399958206738,0.325965941859205,0.413056406024248,0.885399958206738
22010.png,0.0344543093512722,0.658345551406817,0.974154995695515,0.848009579369312,0.356347692176758,0.396749642960001,0.848009579369312
25014.png,0.0322197192549517,0.609551904106985,0.971714645366985,0.855690248230941,0.343750306367912,0.435990669524962,0.855690248230941
25018.png,0.0370681852271919,0.659846944112974,0.970462845928889,0.85681827902872,0.349714171254445,0.414336224289633,0.85681827902872
28011.png,0.0356945874413799,0.736455140189028,0.961608763296425,0.88250120953845,0.357099244859908,0.455987849469761,0.88250120953845
29011.png,0.0328673555738793,0.589736855312331,0.970848464004944,0.853418166826309,0.370337865223363,0.448791468466878,0.853418166826309
3015.png,0.0281833652651654,0.542089726501437,0.971864015361194,0.850319369382229,0.398649290577342,0.450207207533449,0.850319369382229
35007.png,0.0437156421871659,0.707802019082258,0.972232807607479,0.854324932597631,0.339906502501437,0.45456726203895,0.854324932597631
35010.png,0.0385517994712253,0.713799023577977,0.967279795555023,0.87589970151675,0.351717734968679,0.455758816070283,0.87589970151675
36023.png,0.0379680486000595,0.69360085957947,0.966261851061644,0.877738760877698,0.361901621847456,0.465258748746016,0.877738760877698
36034.png,0.0402289677294276,0.7897105408983,0.963327802308371,0.886231035238603,0.34331592156243,0.475231967842433,0.886231035238603
40022.png,0.0297666910791841,0.599573878526681,0.979619231388109,0.855295118935007,0.395997957290157,0.466237426562258,0.855295118935007
40031.png,0.0345042230690434,0.557993549983305,0.964495422261387,0.858750530301489,0.377503941054131,0.433702123195464,0.858750530301489
4010.png,0.0368037485522645,0.470318619014634,0.962714135572153,0.849689199003987,0.31168826318198,0.382505593463562,0.849689199003987
4012.png,0.0384001064712472,0.508866027696013,0.963164396605305,0.856459821825994,0.31576139938789,0.383386729239697,0.856459821825994
9023.png,0.0339010619480664,0.669630301601696,0.96139423985231,0.866668519082223,0.368513218539581,0.455409298957524,0.866668519082223
9028.png,0.0330144534451664,0.715746428039783,0.970855023469241,0.880028268876289,0.369014068639278,0.46157705678363,0.880028268876289
AVERAGE,0.0350578603756688,0.605741745928342,0.968010209428558,0.863182116337143,0.353143902222147,0.432449695411039,0.863182116337143
