ImageName,NABF,SSIM,MS_SSIM,FMI_pixel,FMI_dct,FMI_wavelet,FMI_edge
10018.png,0.122307700027589,0.480364036381978,0.894351954826839,0.832113374510006,0.342481271231864,0.430051565734726,0.832113374510006
11010.png,0.126422556830756,0.434275447612984,0.895165275338376,0.848544371646391,0.344421408197311,0.400540234651628,0.848544371646391
11013.png,0.125080744204388,0.420364831429008,0.906947206430674,0.861448302829801,0.344600174504089,0.398940677909828,0.861448302829801
15009.png,0.132369520663243,0.582374864460645,0.890029181904558,0.840421902630462,0.327354981129913,0.434609422095099,0.840421902630462
15012.png,0.14729570195417,0.636256754037112,0.886625228637661,0.844327946151994,0.328363662910895,0.438322817089746,0.844327946151994
18017.png,0.114482082357891,0.498270550122596,0.882471517948513,0.83870150573462,0.337146733381019,0.42726042212478,0.83870150573462
18028.png,0.126174697959869,0.578321615458871,0.894610059232034,0.855128947809166,0.328029182185518,0.436591295352783,0.855128947809166
21014.png,0.122334300340142,0.731982633564256,0.930166469248639,0.872255397104173,0.308921671771608,0.38146309535486,0.872255397104173
22010.png,0.127882527947597,0.651098540653328,0.87468270454939,0.838671346730536,0.328948185907072,0.4235883715992,0.838671346730536
25014.png,0.134110868342498,0.596827799331423,0.887533466044101,0.841606248567958,0.321272995382119,0.434922510669441,0.841606248567958
25018.png,0.140992277763269,0.650331545364669,0.89150142527558,0.840699378066792,0.33227362490378,0.430914636643629,0.840699378066792
28011.png,0.135237431760355,0.732601837181278,0.913001832843709,0.867365128065303,0.343574087767961,0.434962010748346,0.867365128065303
29011.png,0.14410886627784,0.562596138319394,0.887244993601651,0.834967739057733,0.327236029455052,0.444895020303749,0.834967739057733
3015.png,0.120107773380273,0.533025830104859,0.878454359911518,0.838652193124121,0.349534496437557,0.451771407938237,0.838652193124121
35007.png,0.14092926459992,0.699082164167481,0.912927686409404,0.840937475626657,0.325720285717844,0.429634609718621,0.840937475626657
35010.png,0.133855722025949,0.704815867968848,0.916641253961658,0.863996357251958,0.337775117851583,0.415819466446559,0.863996357251958
36023.png,0.128807380028554,0.689790350976344,0.93304744608222,0.859075937024984,0.340581912417668,0.456071218247838,0.859075937024984
36034.png,0.135566141444746,0.788446013591974,0.943002799986144,0.872490701709937,0.336120103500552,0.447574942391181,0.872490701709937
40022.png,0.120346229403926,0.560212750062441,0.900888911209201,0.835375756900222,0.346816050584731,0.457153620708253,0.835375756900222
40031.png,0.131778093173339,0.535047711497206,0.89565409498667,0.840043252596316,0.348463062802425,0.448458199693451,0.840043252596316
4010.png,0.120428450206525,0.489883026018816,0.889125823358081,0.838799106526941,0.314379208936712,0.403044882380419,0.838799106526941
4012.png,0.123774468534068,0.526222573455589,0.890114852501752,0.840965692151395,0.3173166128379,0.42022652986646,0.840965692151395
9023.png,0.128961012577941,0.653591638130231,0.926540579027017,0.843759526546473,0.343129644801579,0.447644403086034,0.843759526546473
9028.png,0.1339637232616,0.70658455477962,0.932917331184264,0.856975265749076,0.333313631211327,0.442734860481696,0.856975265749076
AVERAGE,0.129888230627769,0.60176537811129,0.902235268937486,0.847805118921376,0.333657255659503,0.43071650921819,0.847805118921376
