ImageName,EN,MI,PSNR,MSE,SF,SD,VIF,AG,CC,SCD,Qabf
10018.png,5.41379846629885,2.79076596885771,68.4849895461669,0.00921682637180562,19.8051224898569,46.7702463238788,0.610002032879991,6.85722590764831,0.864977051376717,1.0371383989539,0.652767008430777
11010.png,5.66788147461543,3.0149626269743,67.2709308931017,0.0121895387290946,20.4620542670679,60.2037925336609,0.560107879098128,6.764897392139,0.898101916258198,1.02059110431595,0.613004659671299
11013.png,5.47027392267453,2.93357760445975,67.3677721792157,0.0119207380002208,18.3254818303292,55.0510997764355,0.597920681285288,5.86014874825339,0.885752265623739,0.970181913374471,0.62607569425419
15009.png,4.54748744524266,2.52329704875731,66.8192788808325,0.0135254733427723,20.8596258108957,51.0062148327651,0.656241911793879,6.82684841278379,0.837721784009572,0.982182711142663,0.702267822478347
15012.png,4.57436108082061,2.72439949530285,67.5949675562832,0.0113131515579194,21.3533408496464,54.3477066031906,0.611194596173199,6.60327516715077,0.870866619176702,0.987829425238657,0.671337496857972
18017.png,4.81799725871388,2.70030442195891,66.3583766180516,0.0150398220955432,25.3346638018147,56.5713378460074,0.56295304979328,7.93307136957671,0.881517243687065,0.850072272185335,0.697160895366424
18028.png,4.52706004795509,2.59003480737444,65.7956380941652,0.0171205042362763,22.578269026442,58.6999086718923,0.532990693734162,6.48799751115894,0.874968264760471,0.871467914311927,0.645430847175668
21014.png,4.08258444157688,2.70596791768173,69.5315217497545,0.00724316178629463,17.8750685587606,54.3901651033572,0.651415953699241,4.88403127407364,0.917674823934147,0.994302927435727,0.624346599544089
22010.png,4.50505861371212,2.48751434176887,65.7164132038284,0.0174356860520518,24.7435975329488,54.9274871744853,0.586467146682996,7.60757218983944,0.83776205178177,0.786154979342593,0.705751919005141
25014.png,5.04746546785025,2.68908634092567,66.0293520044053,0.0162235226863992,23.3655834550751,56.3488318653021,0.598756408242579,7.68061251502859,0.846891962278423,0.745626334499157,0.677251952783479
25018.png,4.83375455818407,2.63148495079331,66.9457977979784,0.0131371325265898,22.2380393055877,53.5356953754073,0.581792458588325,7.02173363966551,0.865730281295359,0.716141927753854,0.660890049930365
28011.png,4.1112855653716,2.5917052006558,66.3466808337394,0.015080379733944,19.7989751727749,59.547582256161,0.544703773429961,5.2841551284224,0.86120903964177,1.09845089570381,0.616441777918077
29011.png,5.09099347070272,2.94909765404935,66.5340245932056,0.0144436814463262,24.7259064620015,61.4863927165662,0.632970981888049,7.92929344044473,0.871871009980246,0.84002376754341,0.696553501158893
3015.png,4.71636467340242,2.71098357819193,66.2754976262098,0.0153295920730233,29.0719313180897,59.9963286673893,0.580460950691911,9.20461196694853,0.875393844503214,0.760846791656989,0.761347206618154
35007.png,4.17267958989059,2.54063532272558,67.9738150497497,0.0103680923268319,20.098063052951,58.8068448626183,0.550300846122013,5.82893061146296,0.902034682376154,0.897190553101225,0.618211648419978
35010.png,4.28559674801626,2.6141721670005,67.5543406261771,0.0114194792117215,21.5020960560575,60.6184824215053,0.535008608385054,5.88300473193863,0.894555149356328,1.18510070665714,0.606942700372894
36023.png,3.5988597679026,2.35824631902585,68.7979586490724,0.00857599454217579,21.6499813204647,52.5284941959895,0.551654458321594,5.66298308813215,0.893702903290007,1.01436349953947,0.652354628999136
36034.png,3.28788034803834,2.30787947053794,69.3647911222078,0.00752664181050407,18.606171394744,52.9557289717569,0.535889066786277,4.44844031003458,0.909972627142965,1.10238929643289,0.628127305691705
40022.png,4.78494956506386,2.79520671350752,67.733328576638,0.0109584089408971,25.8496243501548,55.5340838599775,0.692905168994279,7.91211489352363,0.877334121938904,0.914645636540033,0.72110307890206
40031.png,5.18838136065807,2.89016664266828,67.2364745512568,0.0122866335542144,24.1520662453871,58.9817581575984,0.605816520046908,7.43781067270505,0.876297965261279,1.12188280585241,0.65902102706978
4010.png,4.92269114087476,2.52058600464035,67.5720522622789,0.0113730025007284,19.8238126452536,46.3094744097804,0.590928068061444,6.62851869959944,0.854330470280185,0.96235555400323,0.64093055908424
4012.png,4.90761574973843,2.66767553572107,66.5860084884591,0.0142718250079597,20.6832425569969,51.6889253852968,0.594472342400158,6.71873650225714,0.846930407761769,0.954618023543101,0.643645249237599
9023.png,4.04917378932856,2.61264849239605,69.232347722153,0.00775971174698433,21.1189108291087,51.9707313010436,0.568704526185297,5.81737141269824,0.900782131639515,1.10845486250286,0.658861090340638
9028.png,3.82732352729125,2.69826507327504,69.7162164939612,0.00694158604675786,19.5021672689544,54.1286513685294,0.597985447402529,5.20891393280189,0.920041573145887,1.08371977345898,0.673813640917117
AVERAGE,4.60131325308016,2.66869432080209,67.4516072966205,0.0121125244302932,21.8134914833902,55.2669151950248,0.588818482111939,6.60384581326198,0.877767507937516,0.958572169795408,0.660568265009501
