ImageName,EN,MI,FMI,SCD,Qabf,SF,SSIM,MS_SSIM,VIF,VIFF,SD,MLI,AG,PSNR
10018.png,5.36341239360664,2.71549946294301,0.828127465969186,0.646253753750325,0.872730943050412,17.4800893385679,0.475665196515914,0.955854574368917,0.540982687683176,0.530803794114923,41.1693475639572,0.0730943383246979,6.0647393143375,68.7169854935251
11010.png,5.66952465620143,3.02424706125928,0.848208419380643,0.706508930043224,0.847342735423534,18.4668746559569,0.412604070280523,0.956404726570161,0.514462582478841,0.52860249814573,54.9054341424466,0.0347076199726753,6.29489276851245,67.5488191473976
11013.png,5.45278691046631,2.92197456646593,0.859040019325791,0.680166829912718,0.841796124087875,16.3517454808228,0.398287054224762,0.956106222504817,0.541617356877875,0.564353438770207,49.9450439822648,0.0458302959267783,5.41903393861641,67.63407555064
15009.png,4.53272578080988,2.49179925853575,0.845355776287233,0.651295518009118,0.886537283432981,19.7255270003409,0.578610228443267,0.960280080123467,0.59997882585469,0.620496477424137,46.1904801768218,0.0311038552751106,6.33889229898362,66.8864109649793
15012.png,4.50376078363413,2.58831532012713,0.851862792205928,0.555690000096503,0.861804595929412,19.7391669532887,0.636644395926548,0.951618568837288,0.530323515873659,0.564711818091088,47.6710827186098,0.0486817627349943,5.96995788832383,67.9756274209069
18017.png,4.74577340936746,2.59704198773477,0.832441332742052,0.5206854752663,0.870616444944327,23.4136208419666,0.487562157495081,0.946619913394521,0.521151047072188,0.545170031871226,50.6953820664355,0.0246121898941591,7.28683084185827,66.4057924775838
18028.png,4.46865584924869,2.55941820858768,0.847036233286739,0.606910006683659,0.846704116013686,20.6300428327091,0.578703718184269,0.949440612202462,0.485799088629348,0.537678127808884,52.5190498851138,0.0417559780433479,5.95245864638257,65.9267721864111
21014.png,4.12287507304051,2.7354184435274,0.875444120067793,0.590418464353305,0.848554524500566,16.1697623122696,0.739325703090646,0.970073396053443,0.596022506844857,0.655589191604581,49.5724107029369,0.0383290068235298,4.4575667822815,70.0327979347135
22010.png,4.4519160022799,2.39552818757526,0.839925729697347,0.449932049871222,0.881917956779997,23.1998655654489,0.651777161856316,0.944958217915274,0.498898458005149,0.541194541191658,47.9232238881931,0.0508248635921675,6.95242736595432,65.8108226038546
25014.png,5.01772054150586,2.66714419511049,0.846582335611654,0.466248910383548,0.874088116982814,21.1937844951177,0.607195494920753,0.949590301854624,0.533267496659468,0.590046040800005,51.3141884560824,0.0527985677939666,6.83382251492579,66.0814661124375
25018.png,4.74991262911066,2.50374984404641,0.846413476662775,0.39472967702108,0.846152240773729,20.023097875439,0.65525919167738,0.938758751689538,0.488852205516994,0.509623163081825,46.0407632287724,0.0838333884865902,6.21221817943928,67.1140313491166
28011.png,4.08897338401732,2.56556215528374,0.864591547160818,0.791877931932136,0.82096981220772,17.2316042861514,0.731371759357561,0.948251065551148,0.477668213928916,0.510349887471246,52.9397115999605,0.0389378183351173,4.70773652525632,66.6831734850241
