ImageName,EN,MI,PSNR,MSE,SF,SD,VIF,AG,CC,SCD,Qabf
25015.png,4.84739684814824,2.87678685136935,63.3842148812526,0.0298303859759092,16.9177232416591,59.5244752714134,0.842857684533365,4.90049711517164,0.819729239803467,1.163847748187,0.515881877190401
25022.png,5.37338929761846,3.32553341046619,62.9998342206141,0.0325909439081048,19.2937508138176,68.0608964735311,0.770438719697858,6.08534862368545,0.851604162273506,1.08505170856782,0.475347640620698
25027.png,5.64917237540403,3.53680694663105,63.5074295404887,0.0289959543148218,20.0881711486646,71.5010204698239,0.731223369538926,6.57400320324545,0.87287323165136,1.1081190885081,0.481366892500223
25038.png,6.04504167604762,3.64629982595351,63.1592849914624,0.031416070418191,21.4034368231632,75.5916680581137,0.654958663493624,7.05096864746541,0.872602701161408,1.13356958466752,0.443324537220443
25046.png,6.20643184377864,3.70370851512104,63.0737927481508,0.0320406328939741,23.0371293577155,78.0000057073296,0.642721939439305,7.62254225571016,0.876491006928425,1.19959128734912,0.469845652791674
25055.png,6.22179818569037,3.57351539069678,63.9008839855841,0.0264845112203314,23.2941156548635,76.4380211318659,0.655089415133023,7.82516429492099,0.889848347837155,1.11935670484979,0.455661124695451
25063.png,6.111848567288,3.53510611937948,64.1797688450642,0.024837248148436,22.2404763160483,70.4368245703539,0.666368323098204,7.42428821072849,0.888466031565248,1.04604299566952,0.442911286905046
25073.png,6.28543802766835,3.66725079401407,63.2685613328373,0.0306354474306382,24.3375180015442,66.9129385929213,0.713288472949596,8.39627464203328,0.854514379787581,1.19577819781037,0.493944673475229
30034.png,5.95500400324183,3.70483156839713,63.2410963953851,0.0308298009911302,17.3399252760337,67.8441184319586,0.794470831902598,6.16146632531496,0.845671204517471,1.31191930285249,0.539533333062295
30043.png,6.4404252065973,3.90469004241954,62.356039748278,0.0377986584421031,21.2813242311049,71.6594646684036,0.745470386663277,7.63484745558257,0.84449225843039,1.24589045988141,0.498376682909106
30057.png,6.62350870109055,4.01477269371037,63.2924764916776,0.0304672118014255,19.2981715201106,72.7443294985129,0.734433295457431,7.04492628084483,0.877903688833478,1.19313740256226,0.495950921920676
30062.png,6.73234330186298,3.97648735194591,63.4747313752639,0.0292150896505776,19.2878447702783,72.8491737657014,0.711851294206137,7.25448606571687,0.87688040447634,1.19561323227516,0.489782272279833
30066.png,6.78900248255254,3.78917205784918,63.2092667903861,0.031056583790264,19.5895173016781,70.9508529358949,0.727040109221767,7.23924955980612,0.847882564645468,1.37771222012838,0.542698748195106
30071.png,6.74870204715277,3.81629215176962,63.5828407576183,0.0284968125146428,19.4995290447151,68.1359273753523,0.69831288476415,7.37887596934813,0.85934138563629,1.16659175712919,0.463985756143711
30084.png,6.58769736945623,3.90016672100405,62.9372689444597,0.0330638533800852,19.6036398681069,70.1344309651137,0.701076311168986,7.12940902190434,0.857373264835855,1.20852556054302,0.47762155892367
30092.png,6.54610022898861,4.0101711908776,62.9652299334126,0.0328516636386096,20.4662387136311,73.6606524703005,0.722394689919564,7.48121920882915,0.865820564274679,1.25608538193378,0.508192132524891
30100.png,6.22619440759121,3.8457553520103,62.3881093103817,0.0375205702086863,19.7626382837989,70.2762267150525,0.766772788139344,7.06198291614825,0.839362170624414,1.28039037873997,0.525685751949922
41041.png,5.7409253282153,3.5290646831198,63.2012466395786,0.0311139892202668,19.607484846604,62.2011253185875,0.858008410803733,6.17341125339283,0.836825071830514,1.17456784163201,0.536846223211396
41054.png,5.87583158494701,3.54898590083641,63.6321150578586,0.0281753198608258,20.030522435626,74.200273145855,0.720155837446523,6.41468758345446,0.875256096225634,1.18553048671964,0.501803017348389
41066.png,6.0223666289668,3.4024700819668,64.1569292227935,0.0249682117360961,19.4145800654469,72.3998346530297,0.663182107851663,6.38768308289153,0.885792962516578,1.15400981374569,0.487585656596369
41071.png,6.07526510710375,3.54177989754124,64.2747649507634,0.0242998652768016,19.932889856697,77.6139689947236,0.673902789551874,6.64579728051515,0.895210154785939,1.17302652026298,0.493118157589861
41083.png,5.83679616131875,3.48174579843997,65.1295184029787,0.0199585285942081,18.5039749637959,77.5414209899274,0.651501202127331,6.07495320838335,0.911453033013692,1.09196797514897,0.461719827770093
41094.png,5.60995694511989,3.4048421636288,64.5881171019797,0.0226083386929757,18.0752389096841,75.8444921091427,0.663989247856972,5.85685650654413,0.898546205533429,1.15900659141759,0.472638991770328
41101.png,5.22033099181852,3.20089183725177,65.6081396502126,0.0178758374089142,16.6967836040535,74.785167774284,0.641102975406311,5.38707410288352,0.909314265228645,1.11225716847679,0.464745473952187
AVERAGE,6.07379030490282,3.6223803061,63.5629858882701,0.0290471470632508,19.9584427103684,71.6378045869664,0.714608822932148,6.80025053393838,0.868885599850707,1.18073289204411,0.489107007981125
