Model,NABF,SSIM,MS_SSIM,FMI_pixel,FMI_dct,FMI_wavelet,FMI_edge
ASFE-Fusion,0.155036003705276,0.299419754936544,0.900332778756129,0.850211325818354,0.44104804709526,0.303699218374771,0.850211325818354
DWT,0.0939621817566069,0.593701027974916,0.878134965426275,0.82939643137461,0.364336100385018,0.420795343759093,0.82939643137461
PYRAMID,0.0266748753547224,0.591370063857512,0.954732325332187,0.841257870935728,0.34849839755589,0.401831623868112,0.841257870935728
