ImageName,EN,MI,PSNR,MSE,SF,SD,VIF,AG,CC,SCD,Qabf
25015.png,3.46670578780552,1.93566584636729,62.8284178843046,0.0339030345665955,28.1456767676811,67.3309626656305,0.629083004119904,7.13697257798858,0.782877840344931,1.17814942964831,0.699012459840665
25022.png,4.22686300571367,2.20097253974264,62.3016055322304,0.0382754061360489,32.3253015848115,76.4764254769703,0.580258066347307,9.32722895298783,0.818982739555923,1.13055146659104,0.670722766245995
25027.png,4.5259189228185,2.3481652632618,62.7673259763387,0.034383316362697,33.2017290219805,78.3723926384014,0.5673554288049,10.0236982709113,0.842117837306355,1.11792051707838,0.660194686674522
25038.png,5.03326055477899,2.44678670036657,62.3293188517288,0.0380319396902258,35.9760754175741,82.6492245318807,0.518237739718824,11.0258763977412,0.841273186316877,1.13723522587241,0.617300985024832
25046.png,5.16337763970827,2.45138689949364,62.3359767209965,0.0379736802138901,38.1632145347775,84.1650585801007,0.512709085955259,11.7860499632614,0.846068326465787,1.1677093352298,0.625936096456668
25055.png,5.12581465936374,2.47030834862663,62.9027130890507,0.0333279846027144,39.2828122495742,82.6724593010724,0.536629570205957,12.2626960751712,0.857091704858444,1.08049479031535,0.625506675918327
25063.png,5.00196882498378,2.43508650875872,63.1603797628993,0.0314081520394425,38.6285638704208,78.7457856165215,0.546826694057705,11.8660157062276,0.854293987425507,1.09158408496632,0.649419557902967
25073.png,5.18449590297256,2.41829246520906,62.3253513756739,0.0380666994581036,41.4499001793424,76.1428179340575,0.566499286173025,13.3310652170914,0.815289584141187,1.23692603763153,0.702847508312624
30034.png,4.74033582097588,2.24896856385678,62.6037382216874,0.0357031503433175,28.5225191605634,73.6345379800516,0.612853404709068,9.16241596451385,0.812201154224182,1.29034198923573,0.687353612412856
30043.png,5.39026242666813,2.40437984161167,61.5155430174826,0.045869716833482,35.2926377855601,79.9826844782839,0.606995704117832,11.6600233941107,0.805106808880323,1.23562060465364,0.665581466635126
30057.png,5.65027480909291,2.65829193260625,62.5202968617444,0.0363957501227743,32.1561554977746,78.8039953238956,0.617678897656569,10.7693379564231,0.846016698202392,1.15397341470372,0.646171563631205
30062.png,5.7364220041733,2.56527281549038,62.7800927261046,0.0342823897687713,32.0217895522323,78.4499465253499,0.583924912748941,11.1268743947188,0.848199778102802,1.17984254956936,0.650612172580325
30066.png,5.612617562663,2.46124233464143,62.6366032275958,0.0354339883548395,31.3260711364055,75.340320808157,0.593008343159128,10.6049611862687,0.819637889135227,1.3280751702385,0.663065456472719
30071.png,5.64540919771505,2.49264047543404,62.7081562650852,0.034854971692453,33.0180868066663,76.7007041864961,0.5653576132561,11.5651807637648,0.831711425436672,1.29231354432272,0.65929687585402
30084.png,5.62773970655225,2.51199761004225,62.0553065867416,0.0405088302219249,33.2842684238336,78.00865583771,0.593982504431192,11.1538964102074,0.822548836417754,1.21513911094901,0.655226432591078
30092.png,5.5078330356249,2.52567670075061,62.2042268098875,0.0391433219513679,34.1097522585866,79.0689482932994,0.592741409852369,11.5290649399195,0.829966336532553,1.17398294851707,0.663736302354819
30100.png,5.11572532697286,2.29205641910452,61.7007895930305,0.0439543033938644,32.8151152085736,77.3061965789049,0.596157683027811,10.7167522668955,0.800395686050278,1.24726044445231,0.68603039704857
41041.png,4.35235110077288,2.32004712142693,62.2360737236902,0.0388573329387285,33.019513411487,73.5057804027405,0.661129295821613,9.37846496841288,0.787888620452719,1.23524408702252,0.724582630203365
41054.png,4.71468074812219,2.39631409267434,62.6866025244406,0.0350283845155709,33.8530977960977,80.995346178511,0.591875744348108,9.93003935322735,0.840262833110939,1.1703456079037,0.685292578481977
41066.png,4.93132683966318,2.5274321559099,63.1799780798375,0.0312667364452675,33.1453442890433,79.3868868521949,0.56939757640635,9.86702672055593,0.851940756941702,1.13526126705833,0.658584055865649
41071.png,4.96625548673907,2.5764651893069,63.3383573366463,0.0301470365307964,33.601789222757,82.4416802173733,0.582504135688307,10.1668453092853,0.865166737330331,1.10566918482436,0.655793714979956
41083.png,4.80338227084016,2.55823693385117,64.099388859449,0.0253012206984318,31.2583880899254,81.8961383755366,0.560086411435233,9.39626741402421,0.885110158721495,1.02512977886585,0.627487513598375
41094.png,4.53888503858835,2.54309737915296,63.6332156140689,0.0281681807890895,30.0929381495159,79.5273760165078,0.561721567993398,8.93970101334984,0.867623313544728,1.02785351999993,0.636743482317594
41101.png,4.0754065537553,2.33360240894182,64.566277737903,0.0227223155701082,28.461578633894,77.4422309519361,0.517427226226141,8.29545465944075,0.881682757552099,0.990157366000788,0.645762806605794
AVERAGE,4.96405471779435,2.42176610610951,62.7256556824424,0.0351253268016877,33.4646799603783,78.2936064896493,0.577685054427543,10.4592462448541,0.835560624877134,1.16444922815211,0.660927574917085
