ImageName,EN,MI,FMI,SCD,Qabf,SF,SSIM,MS_SSIM,VIF,VIFF,SD,MLI,AG,PSNR
16009.png,4.37183751336335,2.61117663211152,0.859090846589135,1.31193720497228,0.82680379977131,37.3012855926273,0.663220696329321,0.963399790711584,0.481990789838188,0.435678215696373,70.0432302934547,0.128045873746356,8.85984652651981,63.4886293216057
16010.png,4.52148015212109,2.68499468307705,0.853080164494003,1.38375760495717,0.828209928952399,37.6917247575125,0.628771202389071,0.965395587100912,0.504804059113255,0.422832732212534,73.7858719676676,0.12917887062135,9.42049381719131,62.8525622884184
16011.png,4.49456356310653,2.71943224061091,0.854160011795142,1.33115195174222,0.826384544851412,35.2668356055296,0.663520265380464,0.963066110138187,0.473810606478368,0.391243155878892,74.6680678400743,0.121832237358631,8.78776361500324,62.7824781655146
16012.png,4.44840609071539,2.74369012694983,0.863158638969214,1.25238892829054,0.826366195379617,33.8125416802324,0.677576738190573,0.960068788987156,0.494299245344318,0.42042399510772,73.9520139262904,0.105336666620101,8.29842608463645,63.0534164163968
16013.png,4.38060205894023,2.83244493964655,0.867489975075176,1.29344830687734,0.837326182524238,33.3791482789545,0.694968539365466,0.957416652393255,0.518837285914559,0.450637138739344,74.462268873,0.122580341465641,8.0710233632009,63.1619760204004
16014.png,4.23492786568814,2.79001977745618,0.868078435036964,1.31956024690292,0.834059683562502,32.8108813793116,0.702318318177799,0.961647381810814,0.527333221731569,0.455081422572638,72.0857905957635,0.111096031452816,7.6043620235563,63.4259838729559
16015.png,4.10650031896486,2.81882733469806,0.883878917898917,1.33921460518571,0.81952069436254,31.3887673879886,0.720014064747363,0.956430876376091,0.497701592547154,0.492228322416195,71.312801384606,0.102801670995282,6.8997853535447,63.564916979255
20013.png,4.26802778095824,2.47616014257767,0.891492039627162,0.846330620087181,0.816201286802321,34.6249946910168,0.695209134442897,0.945477997074251,0.387681661084272,0.414771583869921,78.7781388846987,0.105398602261415,7.48045011918703,62.3256924226005
2004.png,4.25297084453467,1.83793536918622,0.845349618584295,1.28898812554351,0.853194486736408,48.922695153711,0.642748643466212,0.942309701110516,0.477096115706064,0.401793888522591,82.5227156573853,0.192939196975119,11.2761156368803,60.1790992172405
2010.png,4.83581917563921,2.50459719345345,0.870075220414704,1.23585984127263,0.808320104234105,38.936975966637,0.674032199743506,0.929282328420617,0.446524715924294,0.324258259278823,76.6759088135871,0.114864203393926,9.40786063921482,62.0785920530701
2013.png,4.58063846625321,2.69800044649318,0.893001309402866,1.29333152110541,0.775500478368038,36.8630530663502,0.703401578968493,0.916454148303641,0.444745753327137,0.355140177467912,74.4394187590977,0.131472504553646,8.28722772433521,62.5108579691714
21014.png,4.19519403695035,2.67056169859729,0.892696584628711,1.18685068800434,0.848455440771498,33.0656402563707,0.70941237321205,0.9490618612132,0.453801977284405,0.322685773071951,72.4706156211071,0.125323687753443,7.00320124489557,63.1945573390256
28011.png,4.26979761042302,2.85686688840356,0.896795000795367,1.3400830778375,0.833549806611366,28.6501195545533,0.742052591416905,0.97000623173936,0.570144854702096,0.521963813679718,75.474013522089,0.127588239058702,6.47842866881487,63.2386807892471
32011.png,4.99828264350597,2.75454254563262,0.869033494103143,1.26641809911619,0.807643158993938,35.4226604645565,0.656041879505704,0.950048313140813,0.436203302530583,0.40315944735865,76.6409209946605,0.0631321401012553,8.92543143020284,62.6892132764253
33013.png,4.7053054607952,2.85044083674665,0.88842110090258,1.31831692205352,0.806097979475493,33.0816882956447,0.696936193443858,0.950118262679636,0.461963538661918,0.38042906957477,78.7375375619875,0.132834522725554,7.74487699208844,62.1615533482233
34008.png,4.64572492950574,2.36566694434857,0.845649667509601,1.32273151162568,0.816220713316324,43.0922157993761,0.597186804807221,0.955826812200759,0.442679164056752,0.426071045622935,77.2373372455742,0.164875644779576,10.851718344456,61.8634088022595
34010.png,4.77543873419993,2.40915865267372,0.851518297630393,1.3784705609738,0.811906890858032,41.1997289114558,0.58468428309927,0.960409157597568,0.419538024996058,0.372558611357651,76.830906014385,0.1454227538722,10.6467079482141,61.9490052116035
37011.png,4.45421283652332,2.49009875338253,0.876986015470479,1.10648576308439,0.81595353944842,38.3570200022875,0.628766832312627,0.948265180651169,0.404218809405931,0.373846075701406,84.1468994977484,0.102717815042763,9.02114365053776,62.2986583004074
41010.png,4.72784168254368,2.75742610611933,0.872266415097025,1.27155998568021,0.804994089458535,31.6317690190497,0.630824057589198,0.944833746714738,0.437563981420993,0.435317411013228,75.432346150008,0.116645707922378,8.14342892764522,62.3075342114562
41011.png,4.67467447708447,2.8058681572185,0.881699906892529,1.27709931794787,0.801006811648047,31.7582989578485,0.668317668996395,0.942082445544611,0.428091478320004,0.42836180168742,73.8622407642833,0.116771842796757,8.06183427963415,62.6592237170138
41012.png,4.64163046415804,2.75514833838525,0.877236103854358,1.29086695880885,0.791447105506028,31.9218182692911,0.649519300365663,0.944526678403126,0.426110745179634,0.420663652601129,73.8092558168573,0.114641991567938,8.17136219384789,62.6467104212908
41013.png,4.59382189385904,2.70309313250715,0.863357898209178,1.3468934573918,0.79523410344277,31.7516244566676,0.679801338340159,0.943212824549228,0.432199710348254,0.422140967072528,74.5072726177836,0.132338466264462,8.1303089469152,62.6073330352247
41014.png,4.48896124943081,2.72684384825457,0.877897223462446,1.36001263802238,0.807379219855964,30.5155384217872,0.675476907290233,0.945649235032635,0.439181067728159,0.434916485987808,73.4991971436552,0.130423562786322,7.50038984930063,62.6388083898953
41015.png,4.36909847048263,2.71843691179653,0.880785603766055,1.36058981465054,0.809200569554399,29.3571882272936,0.688390782561003,0.937931870749628,0.442649171700249,0.43835447428593,73.6266783360589,0.133524551291405,7.01533578101483,62.6581943113984
AVERAGE,4.50148992998946,2.64922632084695,0.87179993709206,1.28009782300558,0.816707367270238,35.0335089248356,0.669716349755894,0.950121749276813,0.460382119722676,0.414356563365753,75.375060345076,0.123824463558627,8.4203134650349,62.5973785783375
