ImageName,EN,MI,PSNR,MSE,SF,SD,VIF,AG,CC,SCD,Qabf,Qcv,Qcb,Qw,Qe
2013.png,4.32284150084934,2.6973075417355,63.9147285845646,0.0264002173517998,32.166499431268,60.8783439478681,0.369973562308873,6.45809716739942,0.81662044048655,1.10681909133,0.466243629777507,2991.66369311399,0.622701560337472,0.809435314150269,0.559511198628146
21014.png,4.21105527388899,2.74911747493291,64.6118346604879,0.0224852072463866,27.184396938083,58.2279288710816,0.348034443841578,5.49800744933408,0.834842781849033,0.99681067758341,0.463366242286765,1884.60524126474,0.65386717596742,0.826897683050025,0.635393071230231
28011.png,4.06071342349314,3.02362271514148,64.5881390996299,0.0226082241787263,24.7897964362949,61.4175791202012,0.421522110603109,4.9067803615025,0.846845196742842,1.03411515364634,0.463984110655308,1813.68538103815,0.691772817679007,0.843816539849479,0.641909144187148
32011.png,4.98209703110686,2.81092152718084,63.7825466089841,0.0272160879660918,30.2609274238897,64.9006282137537,0.339716948111832,7.17354460992911,0.832203347775429,1.07636212463911,0.466123542146002,2186.67723418715,0.599425742360804,0.787300350181247,0.628921898537753
33013.png,4.45118763346851,2.81338599460042,63.5346979940572,0.0288144650692117,28.4875289837156,63.4148769256971,0.323472595266528,5.94002594268306,0.826925428522482,1.06886088878119,0.416795389064934,1695.5139978178,0.620014663460317,0.787433511377068,0.60841428881536
34008.png,4.75800619473024,2.51154412414544,63.3172226009568,0.0302941032154475,36.8761070787619,59.1257625968943,0.318169065717862,8.64810215426268,0.790015727160869,1.09303414396896,0.437076968512059,1875.07360115624,0.566844754931871,0.766223142886168,0.660618246796381
34010.png,4.90423887731952,2.54321862857099,63.4630548525747,0.0292937435749997,35.1676379703936,58.8595660285971,0.300883246653509,8.42771366316984,0.790795417937139,1.13690172867553,0.426528717935114,2110.23254633644,0.555922122932703,0.763116548946109,0.648334972043457
37011.png,4.53722845851212,2.57215963184581,63.5132678956469,0.0289570003452323,32.6909635251239,71.0258687330938,0.310960346178735,7.26726599627518,0.85790671088499,0.943058244721464,0.454091103958712,1716.05868349788,0.59422254348136,0.799078514702923,0.649495659445213
41010.png,4.54463199262248,2.73785113895697,63.3789167249658,0.0298667996299125,27.1231247092789,62.4317265644598,0.324272628332533,6.20937443207172,0.816684141565977,1.09114106983919,0.410738810121422,1637.36282010743,0.57167664478423,0.771902738471225,0.651427981297705
41011.png,4.45276481339755,2.73584162260748,63.8693336430878,0.0266776147451551,27.2740008870583,60.5272643769621,0.314426540396507,6.14166492149839,0.823321978606339,1.07621994281177,0.410074303607155,1779.73240270246,0.604313551224933,0.778645785450143,0.64115701705509
41012.png,4.45880658719955,2.72611521326875,63.9088724867073,0.0264358398484432,27.5202184476589,60.1674962581438,0.305674093161841,6.20036856677987,0.820937738419926,1.08640931853803,0.402069076858788,1958.51235520852,0.586567207511972,0.784015355475956,0.62887727121627
41013.png,4.36651874463881,2.64388633355658,63.8642629691289,0.026708780807149,27.4837454747097,60.294200879159,0.30077143391307,6.11437872004414,0.819109100459932,1.1007879191511,0.402481050165836,2040.17201957621,0.61131339543785,0.78196275082483,0.621214064475407
41014.png,4.28306456216731,2.69003066791168,63.8380471113971,0.0268704939346871,26.4830478403953,59.3982871817014,0.311542792578547,5.69694794090618,0.814023977313469,1.11482550819462,0.40803966046101,2038.11883657168,0.60894844392106,0.791412249495647,0.630421649117274
41015.png,4.17583860970519,2.72143155765154,63.8442280886569,0.0268322784412095,25.2187692099691,59.3904862937433,0.318873650456216,5.27446243816967,0.815466957775016,1.10776425040054,0.402853550086537,2249.91099536895,0.620651349655415,0.793689285251408,0.618382039120416
AVERAGE,4.42865643242051,2.71711455348259,63.9216009950236,0.0268428866386291,29.8135866044361,60.7267489899396,0.34127596866661,6.54636304690202,0.821486198241922,1.05951217413358,0.443250456507551,1987.87535011331,0.620818871500012,0.800510715121676,0.63532835505631
